group_key,normalized_main_function,functional_ingredient_set,composition_type,item_count,manufacturer_count,statement_no_count,dosage_form_count,base_parseable,base_partial,base_unparseable,base_missing,representative_candidate_id,representative_product_name,representative_manufacturer,representative_statement_no,grouping_confidence,hold_count,hold_reason
[홍삼제품]|면역력증진에도움을줄수있음|피로개선에도움을줄수있음|혈소판응집억제를통한혈액흐름에도움을줄수있음|기억력|홍삼/인삼,[홍삼제품]|면역력증진에도움을줄수있음|피로개선에도움을줄수있음|혈소판응집억제를통한혈액흐름에도움을줄수있음|기억력개선에도움을줄수있음|항산화에도움을줄수있음[홍삼(원료성)]|면역력증진에도움을줄수있음|피로개선에도움을줄수있음|혈소판응집억제를통한혈액흐름에도움을줄수있음|기억력개선에도움을줄수있음|항산화에도움을줄수있음,홍삼/인삼,MULTI_FUNCTION,16,7,16,3,16,0,0,0,51d0b906-ce30-43c0-a843-d8be74db4dce,홍삼정홍삼농축액,대동고려삼(주),2004002003182,B,0,
항산화·구강에서의항균작용에도움을줄수있음|정상적인면역기능에필요|정상적인세포분열에필요|아연+프로폴리스,항산화·구강에서의항균작용에도움을줄수있음|정상적인면역기능에필요|정상적인세포분열에필요,아연+프로폴리스,MULTI_INGREDIENT,16,11,16,6,16,0,0,0,4dbde287-afe4-4ee0-a78d-2f4a61de3fcb,건강엔N프로폴리스,(주)씨엘팜,20160012132113,B,0,
식후혈당상승억제·혈중중성지질개선·배변활동원활에도움을줄수있음|식이섬유,식후혈당상승억제·혈중중성지질개선·배변활동원활에도움을줄수있음,식이섬유,SINGLE,16,14,16,2,16,0,0,0,0a683c13-f11e-4310-9027-e2bbbcb4755c,화이버리스트L,(주)삼양사,200500160375,A,0,
유산균증식및유해균억제･배변활동원활･장건강에도움을줄수있음|칼슘과인이흡수되고이용되는데필요|뼈의형성과유지에필요|골|비타민D+아연+칼슘+프로바이오틱스,유산균증식및유해균억제･배변활동원활･장건강에도움을줄수있음|칼슘과인이흡수되고이용되는데필요|뼈의형성과유지에필요|골다공증발생위험감소에도움을줌|정상적인면역기능에필요|정상적인세포분열에필요,비타민D+아연+칼슘+프로바이오틱스,MULTI_INGREDIENT,16,9,16,4,16,0,0,0,17376e3d-fcda-4f11-be7f-32a968eb05fc,아이꼬야 유산균 츄어블 플러스,(주)쎌바이오텍,200400170171208,B,0,
(|뼈와치아형성에필요(|신경과근육기능유지에필요(|정상적인혈액응고에필요(|골다공증발생위험감소에도움을줌|칼슘,(|뼈와치아형성에필요(|신경과근육기능유지에필요(|정상적인혈액응고에필요(|골다공증발생위험감소에도움을줌,칼슘,SINGLE,16,11,16,4,16,0,0,0,a71d979b-c75d-4b53-9cf7-a3d6f5d2dcc8,점프업 플러스 액상칼슘,(주)네이처텍,20040020004622,A,0,
(|기능성내용:면역력증진･피로개선･혈소판응집억제를통한혈액흐름･기억력개선･항산화･갱년기여성의건강에도움을줄수있음|홍삼/인삼,(|기능성내용:면역력증진･피로개선･혈소판응집억제를통한혈액흐름･기억력개선･항산화･갱년기여성의건강에도움을줄수있음,홍삼/인삼,SINGLE,16,9,16,3,16,0,0,0,738d3dbf-cc6c-4ea4-bf8b-b1619f770f8f,황삼 6년근 고려홍삼정,세종에프앤비 주식회사,202400283405,A,0,
[포스파티딜세린]노화로인해저하된인지력개선·자외선에의한피부손상으로부터피부건강유지·피부보습에도움을줄수있음[은행잎|비타민E+은행잎+포스파티딜세린,[포스파티딜세린]노화로인해저하된인지력개선·자외선에의한피부손상으로부터피부건강유지·피부보습에도움을줄수있음[은행잎추출물]기억력개선·혈행개선에도움을줄수있음[비타민E]항산화작용을하여유해산소로부터세포를보호하는데필요,비타민E+은행잎+포스파티딜세린,MULTI_INGREDIENT,16,6,16,2,16,0,0,0,784f75d9-21ea-4b96-8210-dc66e17b6214,기억력·인지력엔 포스파티딜세린 징코,주식회사 노바렉스2공장,200600200081279,B,0,
*가르시니아캄보지아추출물|탄수화물이지방으로합성되는것을억제하여체지방감소에도움을줄수있음|가르시니아,*가르시니아캄보지아추출물|탄수화물이지방으로합성되는것을억제하여체지방감소에도움을줄수있음,가르시니아,SINGLE,16,1,16,3,16,0,0,0,426504c9-e9c8-4ff3-8589-85d88609b02a,내몸이가벼운가르시니아,엠에스바이오텍(주),20040020020783,A,0,
유산균증식및유해균억제·배변활동원활·장건강에도움을줄수있음.|프로바이오틱스,유산균증식및유해균억제·배변활동원활·장건강에도움을줄수있음.,프로바이오틱스,SINGLE,16,1,16,2,16,0,0,0,af56f712-eae3-4440-bd50-2b619a7e0d9e,뉴:트립 장건강 프로바이오틱스,코스맥스바이오(주),200400200022814,A,0,
[크레아틴]근력운동시에운동수행능력향상에도움을줄수있음|(원료미검출),[크레아틴]근력운동시에운동수행능력향상에도움을줄수있음,(원료미검출),UNKNOWN,16,7,16,4,0,16,0,0,b664cba3-8136-4012-8af6-5850ff3a2566,다이나믹 크레아틴 모노하이드레이트,주식회사 노바렉스,200400200082998,C,0,
[공액리놀레산]과체중인성인의체지방감소에도움을줄수있음|CLA,[공액리놀레산]과체중인성인의체지방감소에도움을줄수있음,CLA,SINGLE,16,13,16,4,16,0,0,0,9ca0c24b-efff-44f9-95eb-48c23ef2ad54,다이어트 씨엘에이 CLA ,풀무원건강생활(주),20040020001104,A,0,
노화로인해감소될수있는황반색소밀도를유지하여눈건강에도움을줄수있음|어두운곳에서시각적응을위해필요|피부와점막을형성하고|루테인/지아잔틴+비타민A,노화로인해감소될수있는황반색소밀도를유지하여눈건강에도움을줄수있음|어두운곳에서시각적응을위해필요|피부와점막을형성하고기능을유지하는데필요|상피세포의성장과발달에필요,루테인/지아잔틴+비타민A,MULTI_INGREDIENT,16,10,16,2,16,0,0,0,109941a0-4ae6-4e01-b340-b58e038b2bf7,닥터노하우 눈엔 루테인 분말,(주)허브큐어,20040015162467,B,0,
(|체내산소운반과혈액생성에필요(|에너지생성에필요|철,(|체내산소운반과혈액생성에필요(|에너지생성에필요,철,SINGLE,15,9,15,5,15,0,0,0,fde91083-0f7d-4c74-b37f-b0e993df7a7d,리포퍼 비헴철 액상 철분제 24mg 영양제 임산부 온가족,주식회사 네추럴웨이 포천 제2공장,20190004553454,A,0,
관절및연골건강에도움을줄수있음|뼈와치아형성에필요|신경과근육기능유지에필요|정상적인혈액응고에필요|골다공증발생위험감|칼슘,관절및연골건강에도움을줄수있음|뼈와치아형성에필요|신경과근육기능유지에필요|정상적인혈액응고에필요|골다공증발생위험감소에도움을줌,칼슘,MULTI_FUNCTION,15,8,15,2,15,0,0,0,f37c4fd6-7fa5-49af-9df1-ebb6bde78211,조인트솔루션,고려인삼과학주식회사,20040015039224,B,0,
콜레스테롤개선|(원료미검출),콜레스테롤개선,(원료미검출),UNKNOWN,15,6,15,6,0,15,0,0,347eea03-96fc-4d95-923a-f012f81fadba,가족사랑웰빙키토산,엠에스바이오텍(주),2004002002021,C,0,
[홍삼제품]면역력증진·피로개선·혈소판응집억제를통한혈액흐름·기억력개선·항산화에도움을줄수있음|홍삼/인삼,[홍삼제품]면역력증진·피로개선·혈소판응집억제를통한혈액흐름·기억력개선·항산화에도움을줄수있음,홍삼/인삼,SINGLE,15,6,15,5,15,0,0,0,fd5383ec-54e5-486d-bc8c-43ffb0e1a2cd,좋은홍삼정,삼흥인삼 주식회사,2007001702340,A,0,
[밀크씨슬(카르두스마리아누스)추출물]|간건강에도움을줄수있음|밀크씨슬,[밀크씨슬(카르두스마리아누스)추출물]|간건강에도움을줄수있음,밀크씨슬,SINGLE,15,8,15,3,15,0,0,0,5db26750-a6ac-4ffc-a8af-dad818545e24,간건강 프로젝트365 밀크씨슬 퓨어,대원헬스케어 주식회사 2공장,20172880193324,A,0,
관절및연골건강에도움을줄수있음|칼슘과인이흡수되고이용되는데필요|뼈의형성과유지에필요|골다공증발생위험감소에도움을줌||비타민D+칼슘,관절및연골건강에도움을줄수있음|칼슘과인이흡수되고이용되는데필요|뼈의형성과유지에필요|골다공증발생위험감소에도움을줌|뼈형성에필요|에너지이용에필요|유해산소로부터세포를보호하는데필요,비타민D+칼슘,MULTI_INGREDIENT,15,1,15,1,15,0,0,0,50da20ad-194b-43d2-88c0-1698cb6a0b73,관절 연골 건강엔 굳센 뮤코다당단백(콘드로이친) 1200,주식회사한미양행,200400150831962,B,0,
항산화·구강에서의항균작용에도움을줄수있음|(원료미검출),항산화·구강에서의항균작용에도움을줄수있음,(원료미검출),UNKNOWN,15,8,15,5,0,15,0,0,ff2c61ec-551d-44be-aa9a-4bcf03940722,건강한 이바넨,(주)충청바이오텍,201500120556,C,0,
유산균증식및유해균억제에도움을줄수있음|배변활동원활에도움을줄수있음|칼슘과인이흡수되고이용되는데필요|뼈의형성과유지에|비타민D+칼슘+프로바이오틱스,유산균증식및유해균억제에도움을줄수있음|배변활동원활에도움을줄수있음|칼슘과인이흡수되고이용되는데필요|뼈의형성과유지에필요|골다공증발생위험감소에도움을줌,비타민D+칼슘+프로바이오틱스,MULTI_INGREDIENT,15,7,15,3,15,0,0,0,d2f7ce38-eb8d-416e-9f3d-f3d4090c0322,경희락토생유산균프리미엄,(주)세종바이오팜,2019000910512,B,0,
[코엔자임Q10]항산화·높은혈압감소에도움을줄수있음|코엔자임Q10,[코엔자임Q10]항산화·높은혈압감소에도움을줄수있음,코엔자임Q10,SINGLE,15,7,15,2,15,0,0,0,09d8dba0-edf0-4d14-aa1d-02690ccdc5a0,그린스토어 코큐텐 100mg,주식회사 노바렉스2공장,200600200081089,A,0,
혈중중성지질개선·혈행개선·건조한눈을개선하여눈건강에도움을줄수있음.|오메가3,혈중중성지질개선·혈행개선·건조한눈을개선하여눈건강에도움을줄수있음.,오메가3,SINGLE,15,1,15,1,15,0,0,0,b1d99b49-ec3a-467e-ba2f-71ca69c188c1,뉴:트립 프레쉬 알티지오메가3,코스맥스바이오(주),200400200022813,A,0,
[오메가-3지방산함유유지제품]|혈중중성지질개선에도움을줄수있음|혈행개선에도움을줄수있음|오메가3,[오메가-3지방산함유유지제품]|혈중중성지질개선에도움을줄수있음|혈행개선에도움을줄수있음,오메가3,MULTI_FUNCTION,15,7,15,2,15,0,0,0,31360d5d-aabc-4bfb-9ed9-56eeda84b591,대상식물성DHA,코스맥스바이오(주),200400200021426,B,0,
"-비타민D:칼슘과인이흡수되고이용되는데필요,뼈의형성과유지에필요,골다공증발생위험감소에도움을줌-칼슘:뼈와치아형성에|마그네슘+비타민D+칼슘","-비타민D:칼슘과인이흡수되고이용되는데필요,뼈의형성과유지에필요,골다공증발생위험감소에도움을줌-칼슘:뼈와치아형성에필요,신경과근육기능유지에필요,정상적인혈액응고에필요,골다공증발생위험감소에도움을줌-마그네슘:에너지이용에필요,신경과근육기능유지에필요",마그네슘+비타민D+칼슘,MULTI_INGREDIENT,15,2,15,2,15,0,0,0,cde94bc1-97ad-4c08-84d9-f15fc8bb1bad,마이네임이즈 칼마디,콜마비앤에이치(주)세종3공장,20240028080409,B,0,
[프로폴리스추출물]항산화에도움을줄수있음[아연]|정상적인면역기능에필요|정상적인세포분열에필요|아연+프로폴리스,[프로폴리스추출물]항산화에도움을줄수있음[아연]|정상적인면역기능에필요|정상적인세포분열에필요,아연+프로폴리스,MULTI_INGREDIENT,15,5,15,2,15,0,0,0,68b32946-d81e-4454-8d0a-c8b2667ddb1d,박틴프로폴리스,동서바이오팜(주) 안성공장,20220011370157,B,0,
장내유익균증식및배변활동원활에도움을줄수있음|정상적인면역기능에필요|정상적인세포분열에필요|아연+프락토올리고당,장내유익균증식및배변활동원활에도움을줄수있음|정상적인면역기능에필요|정상적인세포분열에필요,아연+프락토올리고당,MULTI_INGREDIENT,14,11,14,1,14,0,0,0,798fdd87-341e-4ff8-bda5-8b379ea1754d,광동 프리바이오틱스 프락토올리고당,우리바이오(주),2019000948367,B,0,
[밀크씨슬(카르두스마리아누스)추출물제품]|간건강에도움을줄수있음|밀크씨슬,[밀크씨슬(카르두스마리아누스)추출물제품]|간건강에도움을줄수있음,밀크씨슬,SINGLE,14,10,14,4,14,0,0,0,b706ef23-6e93-45a3-8f7b-33c426f84cef,골드홍간원,(주)유니쎌팜,20040020028339,A,0,
[프로폴리스추출물제품]|항산화작용|구강에서의항균작용|프로폴리스,[프로폴리스추출물제품]|항산화작용|구강에서의항균작용,프로폴리스,MULTI_FUNCTION,14,6,14,4,14,0,0,0,b0283df9-871b-4609-b17a-327cd543ac1e,지메론F프로폴리스,한국바이오팜(주)에이치피,20040020046380,B,0,
관절및연골건강에도움을줄수있음|칼슘과인이흡수되고이용되는데필요|뼈의형성과유지에필요|골다공증발생위험감소에도움을줌|비타민D+칼슘,관절및연골건강에도움을줄수있음|칼슘과인이흡수되고이용되는데필요|뼈의형성과유지에필요|골다공증발생위험감소에도움을줌,비타민D+칼슘,MULTI_INGREDIENT,14,6,14,2,14,0,0,0,d2a53b8d-cf92-492e-8bae-c3343deee4ea,관락재,주식회사한미양행,200400150831803,B,0,
[홍삼제품]|면역력증진|피로회복|혈소판응집억제를통한혈액흐름에도움|기억력개선에도움을줄수있음|항산화에도움을줄수있|홍삼/인삼,[홍삼제품]|면역력증진|피로회복|혈소판응집억제를통한혈액흐름에도움|기억력개선에도움을줄수있음|항산화에도움을줄수있음,홍삼/인삼,MULTI_FUNCTION,14,6,14,5,14,0,0,0,718fa647-e95e-4395-86ca-b55ca3bba29d,강산도홍삼정골드,(주)건보,2004001900236,B,0,
(국문)위점막을보호하여위건강에도움을줄수있음(영문)Mayhelptomaintainhealthystomachby|(원료미검출),(국문)위점막을보호하여위건강에도움을줄수있음(영문)Mayhelptomaintainhealthystomachbyprotectinggastricmucosa,(원료미검출),UNKNOWN,14,11,14,4,0,14,0,0,68cfe952-d559-4885-909e-0aa5dab871cb,강한위장,(주)유유헬스케어,20040015107995,C,0,
(가)결합조직형성과기능유지에필요(나)철의흡수에필요(다)항산화작용을하여유해산소로부터세포를보호하는데필요|비타민C,(가)결합조직형성과기능유지에필요(나)철의흡수에필요(다)항산화작용을하여유해산소로부터세포를보호하는데필요,비타민C,SINGLE,14,7,14,2,14,0,0,0,e7655ffa-86a7-44ae-972a-7adc81f9c116,건강의 시작은 흡수율에서 리포좀 비타민C,주식회사 내츄럴엔,20200012016181,A,0,
"[비타민K]정상적인혈액응고에필요,뼈의구성에필요[비타민D]칼슘과인이흡수되고이용되는데필요,뼈의형성과유지에필요,골|비타민D+칼슘","[비타민K]정상적인혈액응고에필요,뼈의구성에필요[비타민D]칼슘과인이흡수되고이용되는데필요,뼈의형성과유지에필요,골다공증발생위험감소에도움을줌",비타민D+칼슘,MULTI_INGREDIENT,14,3,14,2,14,0,0,0,918b7ca8-74d5-4e90-9fc2-0d96dbb766f1,건기남의 초임계비타민K2+D3,주식회사 노바렉스2공장,200600200081257,B,0,
[차전자피식이섬유]|배변활동원활에도움을줄수있음[가르시니아캄보지아추출물]|탄수화물이지방으로합성되는것을억제하여체|가르시니아+식이섬유,[차전자피식이섬유]|배변활동원활에도움을줄수있음[가르시니아캄보지아추출물]|탄수화물이지방으로합성되는것을억제하여체지방감소에도움을줄수있음,가르시니아+식이섬유,MULTI_INGREDIENT,14,7,14,2,14,0,0,0,fe2488f6-9d09-4c7b-a9ea-4ad84f16dfcf,아이러브 화이버 베이직,(주)두루원,20040020010400,B,0,
단백질및아미노산이용에필요|혈액의호모시스테인수준을정상으로유지하는데필요|비타민B군,단백질및아미노산이용에필요|혈액의호모시스테인수준을정상으로유지하는데필요,비타민B군,MULTI_FUNCTION,14,9,14,8,14,0,0,0,f0a88060-7ba3-4c74-b341-b4cd0e6ef862,황제황비액,고려인삼과학주식회사,20040015039240,B,0,
[EPA및DHA함유유지]|혈중중성지질개선·혈행개선에도움을줄수있음|건조한눈을개선하여눈건강에도움을줄수있음[비타민|비타민E+오메가3,[EPA및DHA함유유지]|혈중중성지질개선·혈행개선에도움을줄수있음|건조한눈을개선하여눈건강에도움을줄수있음[비타민E]|항산화작용을하여유해산소로부터세포를보호하는데필요,비타민E+오메가3,MULTI_INGREDIENT,14,5,14,1,14,0,0,0,8a0843a9-4917-43a3-a684-72b597e5c847,국민rTG오메가3레드,엔피케이(주) 2공장,2021001622995,B,0,
[포스파티딜세린]|노화로인해저하된인지력개선·자외선에의한피부손상으로부터피부건강유지·피부보습에도움을줄수있음[은행|비타민E+은행잎+포스파티딜세린,[포스파티딜세린]|노화로인해저하된인지력개선·자외선에의한피부손상으로부터피부건강유지·피부보습에도움을줄수있음[은행잎추출물]|기억력개선·혈행개선에도움을줄수있음[비타민E]|항산화작용을하여유해산소로부터세포를보호하는데필요,비타민E+은행잎+포스파티딜세린,MULTI_INGREDIENT,14,4,14,2,14,0,0,0,ef1212d8-e2db-4211-82ba-f9be22024859,기억력 인지력 포스파티딜세린&징코,주식회사 상상바이오,20200016052110,B,0,
[나이아신]체내에너지생성에필요|비타민B군,[나이아신]체내에너지생성에필요,비타민B군,SINGLE,14,9,14,3,14,0,0,0,f48edf78-c445-43b9-bc62-eada8d7df8fe,나이아신V,한국바이오팜(주)에이치피,20040020046668,A,0,
"유산균증식및유해균억제,배변활동원활,장건강에도움을줄수있음|프로바이오틱스","유산균증식및유해균억제,배변활동원활,장건강에도움을줄수있음",프로바이오틱스,SINGLE,14,5,14,3,14,0,0,0,608f6022-6575-4c12-b9e6-fa8129268c36,녹십자웰빙디(D)7종혼합유산균,(주)메디오젠 제천공장,20040020029657,A,0,
결합조직형성과기능유지에필요|철의흡수에필요|유해산소로부터세포를보호하는데필요|정상적인면역기능에필요|정상적인세포분|비타민C+아연,결합조직형성과기능유지에필요|철의흡수에필요|유해산소로부터세포를보호하는데필요|정상적인면역기능에필요|정상적인세포분열에필요,비타민C+아연,MULTI_INGREDIENT,14,8,14,3,14,0,0,0,a20f69dd-69bc-4bab-8795-6a1cb887f001,로얄면역비타민C1000,(주)세종바이오팜,2019000910539,B,0,
유산균증식및유해균억제·배변활동원활에도움을줄수있음|정상적인면역기능에필요|정상적인세포분열에필요|아연+프로바이오틱스,유산균증식및유해균억제·배변활동원활에도움을줄수있음|정상적인면역기능에필요|정상적인세포분열에필요,아연+프로바이오틱스,MULTI_INGREDIENT,14,7,14,4,14,0,0,0,c0f4ca59-83b5-4d47-8e2c-37953693ffa1,리얼 마이크로바이옴 포스트바이오틱스,(주)세종바이오팜,2019000910586,B,0,
피부건강에도움|항산화작용|스피루리나/클로렐라,피부건강에도움|항산화작용,스피루리나/클로렐라,SINGLE,14,10,14,1,13,1,0,0,e4eec561-8dbe-4e49-8686-ffcbfe10bd4f,스피루리나,태웅식품(주),2004002000320,A,0,
"[차전자피식이섬유]혈중콜레스테롤개선,배변활동원활에도움을줄수있음|식이섬유","[차전자피식이섬유]혈중콜레스테롤개선,배변활동원활에도움을줄수있음",식이섬유,SINGLE,13,1,13,2,13,0,0,0,df135cf3-03e8-47b8-90ff-a5748752c1e2,banidrop,(주)한풍네이처팜,201200190071138,A,0,
-프로바이오틱스:유산균증식및유해균억제･배변활동원활･장건강에도움을줄수있음|프로바이오틱스,-프로바이오틱스:유산균증식및유해균억제･배변활동원활･장건강에도움을줄수있음,프로바이오틱스,SINGLE,13,1,13,3,13,0,0,0,f449d79a-7b47-4353-9bef-0ee6a377901a,protector popping probiotics for kids ,콜마비앤에이치(주)음성공장,200600200033165,A,0,
[프로바이오틱스]|유산균증식및유해균억제에도움을줄수있음|배변활동원활에도움을줄수있음|프로바이오틱스,[프로바이오틱스]|유산균증식및유해균억제에도움을줄수있음|배변활동원활에도움을줄수있음,프로바이오틱스,MULTI_FUNCTION,13,5,13,2,13,0,0,0,1c6e4cd9-4dbf-45da-b02a-a594e23e8e7e,妈咪爱活菌型益生菌固体饮料,코스맥스엔비티(주),200700170351633,B,0,
[가르시니아캄보지아추출물]탄수화물이지방으로합성되는것을억제하여체지방감소에도움을줌|가르시니아,[가르시니아캄보지아추출물]탄수화물이지방으로합성되는것을억제하여체지방감소에도움을줌,가르시니아,SINGLE,13,9,13,4,13,0,0,0,7d7b641b-dc8f-4856-903a-54560b9a0130,가르시니아 다이어트 헤이즐럿향,에스케이내추럴팜(주),20040017106123,A,0,
[엠에스엠(MSM)]|관절및연골건강에도움을줄수있음[비타민D]|칼슘과인이흡수되고이용되는데필요|뼈의형성과유지에필|MSM+비타민D+칼슘,[엠에스엠(MSM)]|관절및연골건강에도움을줄수있음[비타민D]|칼슘과인이흡수되고이용되는데필요|뼈의형성과유지에필요|골다공증발생위험감소에도움을줌,MSM+비타민D+칼슘,MULTI_INGREDIENT,13,7,13,1,13,0,0,0,7b5f9ddf-35fd-4463-902b-3985d95ab492,안국건강 관절 MSM 2000,광동헬스바이오(주) 2공장,200400200141626,B,0,
항산화에도움을줄수있음|정상적인면역기능에필요|정상적인세포분열에필요|아연+프로폴리스,항산화에도움을줄수있음|정상적인면역기능에필요|정상적인세포분열에필요,아연+프로폴리스,MULTI_INGREDIENT,13,11,13,5,13,0,0,0,d0146f4d-102f-4856-9942-4cbf927f3685,가이아프로폴리스골드 ,(주)비오팜,20040017021544,B,0,
피부건강에도움을줄수있음|항산화에도움을줄수있음|스피루리나/클로렐라,피부건강에도움을줄수있음|항산화에도움을줄수있음,스피루리나/클로렐라,MULTI_FUNCTION,13,6,13,3,12,1,0,0,5961cd3f-5463-4f13-b8ea-ce591171f532,골든가든 더 스피루리나 골드100,이앤에스(주),2012001700288,B,0,
과체중인성인의체지방감소에도움을줄수있음|CLA,과체중인성인의체지방감소에도움을줄수있음,CLA,SINGLE,13,10,13,2,13,0,0,0,8df22b0d-0208-4cd5-9455-167c73f6050e,공액리놀레산 CLA,(주)한국인삼공사,20040020013372,A,0,
*비타민C|결합조직형성과기능유지에필요|철의흡수에필요|항산화작용을하여유해산소로부터세포를보호하는데필요|비타민C,*비타민C|결합조직형성과기능유지에필요|철의흡수에필요|항산화작용을하여유해산소로부터세포를보호하는데필요,비타민C,MULTI_FUNCTION,13,1,13,2,13,0,0,0,852c231d-e493-4401-b165-6b31be3d670f,비타민C 팝핑,엠에스바이오텍(주),200400200201323,B,0,
면역력증진·피로개선·혈소판응집억제를통한혈액흐름·기억력개선·항산화·에도움을줄수있음|홍삼/인삼,면역력증진·피로개선·혈소판응집억제를통한혈액흐름·기억력개선·항산화·에도움을줄수있음,홍삼/인삼,SINGLE,13,5,13,2,13,0,0,0,5260f87b-11a2-4c45-979b-8ab3e6867041,고려홍삼정 데일리스틱 眞,(주)화인내츄럴,20040015094203,A,0,
뼈와치아형성에필요|신경과근육기능유지에필요|정상적인혈액응고에필요|골다공증발생위험감소에도움을줌|에너지이용에필요||마그네슘+칼슘,뼈와치아형성에필요|신경과근육기능유지에필요|정상적인혈액응고에필요|골다공증발생위험감소에도움을줌|에너지이용에필요|신경과근육기능유지에필요,마그네슘+칼슘,MULTI_INGREDIENT,13,9,13,6,13,0,0,0,2ee67580-93a3-45aa-8a95-477344f10f0d,강골칼슘,에이펙셀(주),2015000802137,B,0,
면역력증진･피로개선･혈소판응집억제를통한혈액흐름･기억력개선･항산화･갱년기여성의건강에도움을줄수있음|홍삼/인삼,면역력증진･피로개선･혈소판응집억제를통한혈액흐름･기억력개선･항산화･갱년기여성의건강에도움을줄수있음,홍삼/인삼,SINGLE,13,11,13,3,13,0,0,0,1bf166e1-5ed1-4d42-a0a6-9034950728ef,강녕 6년근 고려홍삼정 우먼,(주)믿음의나무 농업회사법인,2014002000230,A,0,
유익균증식및유해균억제·칼슘흡수·배변활동원활에도움을줄수있음|칼슘+프락토올리고당,유익균증식및유해균억제·칼슘흡수·배변활동원활에도움을줄수있음,칼슘+프락토올리고당,MULTI_INGREDIENT,13,7,13,3,13,0,0,0,bfc958a2-3003-4e89-b026-e9bedd55487f,굿모닝프리바이오틱스,한국바이오팜(주)에이치피,20040020046568,B,0,
[비타민D](가)칼슘과인이흡수되고이용되는데필요(나)뼈의형성과유지에필요(다)골다공증발생위험감소에도움을줌|비타민D+칼슘,[비타민D](가)칼슘과인이흡수되고이용되는데필요(나)뼈의형성과유지에필요(다)골다공증발생위험감소에도움을줌,비타민D+칼슘,MULTI_INGREDIENT,13,2,13,2,13,0,0,0,d8ebfb7a-cbdd-4931-8c09-a794494e6734,비타민D 5000 IU 영양제,주식회사한미양행,200400150832355,B,0,
[EPA및DHA함유유지]혈중중성지질개선･혈행개선･건조한눈을개선하여눈건강에도움을줄수있음|오메가3,[EPA및DHA함유유지]혈중중성지질개선･혈행개선･건조한눈을개선하여눈건강에도움을줄수있음,오메가3,SINGLE,13,6,13,2,13,0,0,0,6ce3debb-1d74-4c1f-8f4e-98e26a20e3d2,비건 초임계 식물성 알티지 오메가3,코스맥스엔비티(주),200700170352492,A,0,
[뮤코다당･단백]관절및연골건강에도움을줄수있음|(원료미검출),[뮤코다당･단백]관절및연골건강에도움을줄수있음,(원료미검출),UNKNOWN,13,8,13,1,0,13,0,0,25beb33e-64fc-4465-af74-1ab997bf5ab8,관절·연골 건강엔 뮤코다당단백(콘드로이친) 1200,(주)한풍네이처팜,201200190071014,C,0,
노화로인해저하된인지력개선·자외선에의한피부손상으로부터피부건강유지·피부보습에도움을줄수있음-기억력개선·혈행개선에도|아연+포스파티딜세린,노화로인해저하된인지력개선·자외선에의한피부손상으로부터피부건강유지·피부보습에도움을줄수있음-기억력개선·혈행개선에도움을줄수있음|정상적인면역기능에필요|정상적인세포분열에필요,아연+포스파티딜세린,MULTI_INGREDIENT,13,6,13,1,13,0,0,0,50c79cb5-f555-49a2-9d27-1918a8c23fe1,골든아일랜드 브레인 포스파티딜세린 징코,(재)제주테크노파크 바이오융합센터,202200188362,B,0,
[비타민D](|칼슘과인이흡수되고이용되는데필요(|뼈의형성과유지에필요(|골다공증발생위험감소에도움을줌|비타민D+칼슘,[비타민D](|칼슘과인이흡수되고이용되는데필요(|뼈의형성과유지에필요(|골다공증발생위험감소에도움을줌,비타민D+칼슘,MULTI_INGREDIENT,13,5,13,3,13,0,0,0,d13a6338-4dfe-477e-a6e7-27b966fba059,광동 365케어 비타민D,광동헬스바이오(주) 2공장,200400200141998,B,0,
*아연|정상적인면역기능에필요|정상적인세포분열에필요*프락토올리고당|장내유익균증식및배변활동원활에도움을줄수있음*프|아연+프락토올리고당+프로바이오틱스,*아연|정상적인면역기능에필요|정상적인세포분열에필요*프락토올리고당|장내유익균증식및배변활동원활에도움을줄수있음*프로바이오틱스|유산균증식및유해균억제에도움을줄수있음|배변활동원활에도움을줄수있음|장건강에도움을줄수있음,아연+프락토올리고당+프로바이오틱스,MULTI_INGREDIENT,13,1,13,1,13,0,0,0,727e2827-319f-43af-8f29-4154ade79e19,굿모닝 액티브 신바이오틱스,엠에스바이오텍(주),20040020020887,B,0,
[글루코사민제품]|관절및연골건강에도움|글루코사민,[글루코사민제품]|관절및연골건강에도움,글루코사민,SINGLE,13,7,13,3,13,0,0,0,b4090979-ba07-479c-bd4b-ab8e30fe57c3,글루코사민1500,(주)서흥,20040020006642,A,0,
[은행잎추출물]기억력개선·혈행개선에도움을줄수있음|은행잎,[은행잎추출물]기억력개선·혈행개선에도움을줄수있음,은행잎,SINGLE,13,8,13,3,13,0,0,0,dcffb4f5-4dd5-4e5d-9018-2d05cdb337aa,기억력 업 플러스(Memory Up Plus),주식회사 상상바이오,2020001605265,A,0,
